Имя,Главная категория,Побочная категория,Артикул,Ссылка на картинку,Характеристика,Описание,Ссылка на товар,Цена
Компьютер Acer Veriton X4110G DT.VMAER.037,KNS_Компьютеры,Компьютеры Acer,ID: 556553,https://cdn.kns.ru/linkpics/acer-veriton-x4110g-dt-vmaer-037-0.jpg,Модель CPU AMD А6-7400B Тактовая частота CPU 3.5 ГГц Количество ядер процессора 2 ядра Объём 4096 Мб Объем диска HDD 1000 Гб Графический чипсет Radeon R5 Объем видеопамяти использует системную Операционная система Microsoft Windows 10 Professional,,https://www.kns.ru/product/kompyuter-acer-veriton-x4110g-dt-vmaer-037/,28350
Компьютер Acer Veriton N282G PS.VBHE9.017,KNS_Компьютеры,Компьютеры Acer,ID: 346880,https://cdn.kns.ru/linkpics/acer-veriton-n282g--ps-vbhe3-102--0.jpg,Модель CPU Intel Atom D525 Тактовая частота CPU 1.8 ГГц Объём 2048 Мб Объем диска HDD 320 Гб Графический чипсет nVidia ION 2 (G218) Объем видеопамяти 512 Мб Операционная система DOS,,https://www.kns.ru/product/kompyuter-acer-veriton-n282g-ps-vbhe9-017/,10426
Компьютер Acer Veriton ES2710G DT.VQEER.016,KNS_Компьютеры,Компьютеры Acer,ID: 558296,https://cdn.kns.ru/linkpics/acer-veriton-es2710g-dt-vqeer-016-0.jpg,Модель CPU Intel Core i3 7100 Тактовая частота CPU 3.9 ГГц Количество ядер процессора 2 ядра Объём 4096 Мб Объем диска SSD 256 Гб Графический чипсет Intel HD Graphics 630 Объем видеопамяти использует системную Операционная система DOS,,https://www.kns.ru/product/kompyuter-acer-veriton-es2710g-dt-vqeer-016/,29063
Компьютер Acer Veriton X2660G DT.VQWER.048,KNS_Компьютеры,Компьютеры Acer,ID: 602356,https://cdn.kns.ru/linkpics/acer-veriton-x2660g-dt-vqwer-048-0.jpg,Модель CPU Intel Core i5 8400 Тактовая частота CPU 2.8 ГГц Количество ядер процессора 6 ядер Объём 8192 Мб Объем диска SSD 256 Гб Графический чипсет Intel UHD 630 Объем видеопамяти использует системную Операционная система Microsoft Windows 10 Professional,,https://www.kns.ru/product/kompyuter-acer-veriton-x2660g-dt-vqwer-048/,44647
Компьютер Acer Veriton X2640G DT.VN5ER.081,KNS_Компьютеры,Компьютеры Acer,ID: 545173,https://cdn.kns.ru/linkpics/acer-veriton-x2640g-dt-vn5er-081-2.jpg,Модель CPU Intel Core i7 6700 Тактовая частота CPU 3.4 ГГц Количество ядер процессора 4 ядра Объём 8192 Мб Объем диска HDD 1000 Гб Графический чипсет Radeon R7 430 Объем видеопамяти 2048 Мб Операционная система DOS,,https://www.kns.ru/product/kompyuter-acer-veriton-x2640g-dt-vn5er-081/,55977
Компьютер Acer eMachines ET1331 92.N0D7W.RFY,KNS_Компьютеры,Компьютеры Acer,ID: 323670,https://cdn.kns.ru/linkpics/acer-emachines-et1352--pt-nc8e9-005--0.jpg,Модель CPU AMD Athlon64 2850E Тактовая частота CPU 1.8 ГГц Объём 1024 Мб Объем диска HDD 160 Гб Графический чипсет NVidia GeForce 6150 SE Объем видеопамяти 12288 Мб Операционная система Microsoft Windows 7 Home Basic,,https://www.kns.ru/product/kompyuter-acer-emachines-et1331-92-n0d7w-rfy/,23938
Компьютер Acer Veriton ES2710G DT.VQEER.074,KNS_Компьютеры,Компьютеры Acer,ID: 595152,https://cdn.kns.ru/linkpics/acer-veriton-es2710g-dt-vqeer-074-0.jpg,Модель CPU Intel Core i3 6100 Тактовая частота CPU 3.7 Ггц Количество ядер процессора 2 ядра Объём 4096 Мб Объем диска HDD 1000 Гб Графический чипсет Intel HD Graphics 530 Объем видеопамяти использует системную Операционная система Microsoft Windows 10 Home,,https://www.kns.ru/product/kompyuter-acer-veriton-es2710g-dt-vqeer-074/,30888
Компьютер Acer Veriton ES2730G DT.VS2ER.008,KNS_Компьютеры,Компьютеры Acer,ID: 588558,https://cdn.kns.ru/linkpics/acer-veriton-es2730g-dt-vs2er-008-0.jpg,Модель CPU Intel Core i3 8100 Тактовая частота CPU 3.6 ГГц Количество ядер процессора 4 ядра Объём 4096 Мб Объем диска SSD 128 Гб Графический чипсет Intel UHD 630 Объем видеопамяти использует системную Операционная система Microsoft Windows 10 Professional,,https://www.kns.ru/product/kompyuter-acer-veriton-es2730g-dt-vs2er-008/,28922
Компьютер Acer Veriton N4640G DT.VQ0ER.084,KNS_Компьютеры,Компьютеры Acer,ID: 567784,https://cdn.kns.ru/linkpics/acer-veriton-n4640g-dt-vq0er-084-0.jpg,Модель CPU Intel Core i5 7500T Тактовая частота CPU 2.7 ГГц Количество ядер процессора 4 ядра Объём 4096 Мб Объем диска HDD 500 Гб Графический чипсет Intel HD Graphics 630 Объем видеопамяти использует системную Операционная система DOS,,https://www.kns.ru/product/kompyuter-acer-veriton-n4640g-dt-vq0er-084/,38470
Компьютер Acer Aspire X3900 98.9HF7M.RYN,KNS_Компьютеры,Компьютеры Acer,ID: 321965,https://cdn.kns.ru/linkpics/acer-aspire-x3812-98-hsf7r-r7y-0.jpg,Модель CPU Intel Core i3 530 Тактовая частота CPU 2.93 ГГц Объём 4096 Мб Объем диска HDD 500 Гб Графический чипсет nVidia GeForce GT320 Объем видеопамяти 1024 Мб Операционная система Microsoft Windows 7 Home Premium,,https://www.kns.ru/product/kompyuter-acer-aspire-x3900-98-9hf7m-ryn/,61846
Компьютер Acer Veriton N4640G DT.VQ0ER.078,KNS_Компьютеры,Компьютеры Acer,ID: 567779,https://cdn.kns.ru/linkpics/acer-veriton-n4640g-dt-vq0er-078-0.jpg,Модель CPU Intel Core i5 7500T Тактовая частота CPU 2.7 ГГц Количество ядер процессора 4 ядра Объём 4096 Мб Объем диска HDD 500 Гб Графический чипсет Intel HD Graphics 630 Объем видеопамяти использует системную Операционная система Microsoft Windows 10 Professional,,https://www.kns.ru/product/kompyuter-acer-veriton-n4640g-dt-vq0er-078/,36574
Компьютер Acer Veriton ES2730G DT.VS2ER.015,KNS_Компьютеры,Компьютеры Acer,ID: 588566,https://cdn.kns.ru/linkpics/acer-veriton-es2730g-dt-vs2er-015-0.jpg,Модель CPU Intel Core i3 8100 Тактовая частота CPU 3.6 ГГц Количество ядер процессора 4 ядра Объём 8192 Мб Объем диска HDD 1000 Гб Графический чипсет Intel UHD 630 Объем видеопамяти использует системную Операционная система Microsoft Windows 10 Home,,https://www.kns.ru/product/kompyuter-acer-veriton-es2730g-dt-vs2er-015/,34187
Компьютер Acer Veriton N4640G DT.VQ0ER.039,KNS_Компьютеры,Компьютеры Acer,ID: 566587,https://cdn.kns.ru/linkpics/acer-veriton-n4640g-dt-vq0er-039-0.jpg,Модель CPU Intel Core i3 7100T Тактовая частота CPU 3.4 ГГц Количество ядер процессора 2 ядра Объём 4096 Мб Объем диска HDD 500 Гб Графический чипсет Intel HD Graphics 630 Объем видеопамяти использует системную Операционная система Microsoft Windows 10 Professional,,https://www.kns.ru/product/kompyuter-acer-veriton-n4640g-dt-vq0er-039/,35451
Компьютер Acer Aspire M3800 PT.SC5E1.001,KNS_Компьютеры,Компьютеры Acer,ID: 323017,https://cdn.kns.ru/linkpics/kompyuteri-aspire-m3800-0.jpg,Модель CPU Intel Celeron Dual-Core E3300 Тактовая частота CPU 2.5 ГГц Объём 2048 Мб Объем диска HDD 320 Гб Графический чипсет nVidia GeForce GT330 Объем видеопамяти 1024 Мб Операционная система Microsoft Windows 7 Home Basic,,https://www.kns.ru/product/kompyuter-acer-aspire-m3800-pt-sc5e1-001/,38891
Компьютер Acer Aspire Revo RL80 DT.SPMER.008,KNS_Компьютеры,Компьютеры Acer,ID: 471950,https://cdn.kns.ru/linkpics/acer-aspire-revo-rl80-dt-spmer-008-0.jpg,Модель CPU Intel Core i3 3227U Тактовая частота CPU 1.9 ГГц Количество ядер процессора 2 ядра Объём 4096 Мб Объем диска HDD 500 Гб Графический чипсет Intel HD Graphics 4000 Объем видеопамяти использует системную Операционная система DOS,,https://www.kns.ru/product/kompyuter-acer-aspire-revo-rl80-dt-spmer-008/,23071
Компьютер Acer Aspire Revo R3610 PT.SCXEC.013,KNS_Компьютеры,Компьютеры Acer,ID: 324280,https://cdn.kns.ru/linkpics/acer-aspire-revo-r3610--pt-scxe2-051--0.jpg,Модель CPU Intel Atom N330 Тактовая частота CPU 1.6 ГГц Объём 2048 Мб Объем диска HDD 250 Гб Графический чипсет nVidia ION Объем видеопамяти 12288 Мб Операционная система Linux,,https://www.kns.ru/product/kompyuter-acer-aspire-revo-r3610-pt-scxec-013/,11095
Компьютер Acer Aspire M5300 PT.SBUE2.009,KNS_Компьютеры,Компьютеры Acer,ID: 325479,https://cdn.kns.ru/linkpics/kompyuteri-aspire-m5811-0.jpg,Модель CPU AMD Phenom II X4 925 Тактовая частота CPU 2.8 ГГц Объём 6144 Мб Объем диска HDD 1000 Гб Графический чипсет nVidia GeForce GT340 Объем видеопамяти 1024 Мб Операционная система Microsoft Windows 7 Home Basic,,https://www.kns.ru/product/kompyuter-acer-aspire-m5300-pt-sbue2-009/,65918
Компьютер Acer Aspire X3300 PT.SBXE1.004,KNS_Компьютеры,Компьютеры Acer,ID: 324943,https://cdn.kns.ru/linkpics/acer-aspire-x3300--pt-sbxe1-004--0.jpg,Модель CPU Athlon II X4 635 Тактовая частота CPU 2.9 ГГц Объём 2048 Мб Объем диска HDD 500 Гб Графический чипсет ATI Radeon HD 5570 Объем видеопамяти 1024 Мб Операционная система Microsoft Windows 7 Home Basic,,https://www.kns.ru/product/kompyuter-acer-aspire-x3300-pt-sbxe1-004/,43875
Компьютер Acer Veriton N2620G DT.VFGER.002,KNS_Компьютеры,Компьютеры Acer,ID: 401767,https://cdn.kns.ru/linkpics/acer-veriton-n2620g-dt-vfger-002-1.jpg,Модель CPU Intel Celeron 887 Тактовая частота CPU 1.5 ГГц Количество ядер процессора 2 ядра Объём 4096 Мб Объем диска HDD 500 Гб Графический чипсет Intel HD Graphics Объем видеопамяти использует системную Операционная система Microsoft Windows 8 Professional,,https://www.kns.ru/product/kompyuter-acer-veriton-n2620g-dt-vfger-002/,36504
Компьютер Acer Veriton S2660G DT.VQXER.035,KNS_Компьютеры,Компьютеры Acer,ID: 595493,https://cdn.kns.ru/linkpics/acer-veriton-s2660g-dt-vqxer-035-0.jpg,Модель CPU Intel Core i5 8400 Тактовая частота CPU 2.8 ГГц Количество ядер процессора 6 ядер Объём 8192 Мб Объем диска SSD 256 Гб Графический чипсет Intel UHD 630 Объем видеопамяти использует системную Операционная система Endless,,https://www.kns.ru/product/kompyuter-acer-veriton-s2660g-dt-vqxer-035/,26746
Компьютер Acer Veriton N4660G DT.VRDER.008,KNS_Компьютеры,Компьютеры Acer,ID: 587088,https://cdn.kns.ru/linkpics/acer-veriton-n4660g-dt-vrder-008-0.jpg,Модель CPU Intel Core i3 8100 Тактовая частота CPU 3.6 ГГц Количество ядер процессора 4 ядра Объём 8192 Мб Объем диска HDD 500 Гб Графический чипсет Intel UHD 630 Объем видеопамяти использует системную Операционная система Microsoft Windows 10 Professional,,https://www.kns.ru/product/kompyuter-acer-veriton-n4660g-dt-vrder-008/,45981
Компьютер Acer Veriton ES2730G DT.VS2ER.015,KNS_Компьютеры,Компьютеры Acer,ID: 588566,https://cdn.kns.ru/linkpics/acer-veriton-es2730g-dt-vs2er-015-0.jpg,Модель CPU Intel Core i3 8100 Тактовая частота CPU 3.6 ГГц Количество ядер процессора 4 ядра Объём 8192 Мб Объем диска HDD 1000 Гб Графический чипсет Intel UHD 630 Объем видеопамяти использует системную Операционная система Microsoft Windows 10 Home,,https://www.kns.ru/product/kompyuter-acer-veriton-es2730g-dt-vs2er-015/,34187
Компьютер Acer Veriton N4660G DT.VRDER.007,KNS_Компьютеры,Компьютеры Acer,ID: 587089,https://cdn.kns.ru/linkpics/acer-veriton-n4660g-dt-vrder-007-0.jpg,Модель CPU Intel Pentium G5400 Тактовая частота CPU 3.7 Ггц Количество ядер процессора 2 ядра Объём 8192 Мб Объем диска HDD 500 Гб Графический чипсет Intel UHD 610 Объем видеопамяти использует системную Операционная система Microsoft Windows 10 Professional,,https://www.kns.ru/product/kompyuter-acer-veriton-n4660g-dt-vrder-007/,40716
Компьютер Acer Veriton N4660G DT.VRDER.059,KNS_Компьютеры,Компьютеры Acer,ID: 595592,https://cdn.kns.ru/linkpics/acer-veriton-n4660g-dt-vrder-059-0.jpg,Модель CPU Intel Pentium G5400T Тактовая частота CPU 3.1 ГГц Количество ядер процессора 2 ядра Объём 4096 Мб Объем диска SSD 64 Гб Графический чипсет Intel UHD 610 Объем видеопамяти использует системную Операционная система Microsoft Windows 10 Professional,,https://www.kns.ru/product/kompyuter-acer-veriton-n4660g-dt-vrder-059/,24781
Компьютер Acer Veriton X2660G DT.VQWER.048,KNS_Компьютеры,Компьютеры Acer,ID: 602356,https://cdn.kns.ru/linkpics/acer-veriton-x2660g-dt-vqwer-048-0.jpg,Модель CPU Intel Core i5 8400 Тактовая частота CPU 2.8 ГГц Количество ядер процессора 6 ядер Объём 8192 Мб Объем диска SSD 256 Гб Графический чипсет Intel UHD 630 Объем видеопамяти использует системную Операционная система Microsoft Windows 10 Professional,,https://www.kns.ru/product/kompyuter-acer-veriton-x2660g-dt-vqwer-048/,44647
Компьютер Acer Veriton S2660G DT.VQXER.038,KNS_Компьютеры,Компьютеры Acer,ID: 602391,https://cdn.kns.ru/linkpics/acer-veriton-s2660g-dt-vqxer-038-0.jpg,Модель CPU Intel Core i3 8100 Тактовая частота CPU 3.6 ГГц Количество ядер процессора 4 ядра Объём 8192 Мб Объем диска HDD 1000 Гб Графический чипсет Intel UHD 630 Объем видеопамяти использует системную Операционная система Microsoft Windows 10 Professional,,https://www.kns.ru/product/kompyuter-acer-veriton-s2660g-dt-vqxer-038/,42260
Компьютер Acer Aspire X3990 PT.SGKE1.024,KNS_Компьютеры,Компьютеры Acer,ID: 370720,https://cdn.kns.ru/linkpics/acer-aspire-x3990--pt-sgke1-024--0.jpg,Модель CPU Intel Core i5 2300 Тактовая частота CPU 2.8 ГГц Объём 4096 Мб Объем диска HDD 1000 Гб Графический чипсет nVidia GeForce GT520 Объем видеопамяти 1024 Мб Операционная система Microsoft Windows 7 Home Basic,,https://www.kns.ru/product/kompyuter-acer-aspire-x3990-pt-sgke1-024/,23707
Компьютер Acer Veriton S2660G DT.VQXER.08G,KNS_Компьютеры,Компьютеры Acer,ID: 606944,https://cdn.kns.ru/linkpics/acer-veriton-s2660g-dt-vqxer-08g-0.jpg,Модель CPU Intel Core i3 9100 Тактовая частота CPU 3.6 ГГц Количество ядер процессора 4 ядра Объём 4096 Мб Объем диска HDD 1000 Гб Графический чипсет Intel UHD 630 Объем видеопамяти использует системную Операционная система Linux,,https://www.kns.ru/product/kompyuter-acer-veriton-s2660g-dt-vqxer-08g/,31801
Компьютер Acer Veriton N4660G DT.VRDER.17L,KNS_Компьютеры,Компьютеры Acer,ID: 609047,https://cdn.kns.ru/linkpics/acer-veriton-n4660g-dt-vrder-17l-0.jpg,Модель CPU Intel Core i3 9100T Тактовая частота CPU 3.1 ГГц Количество ядер процессора 4 ядра Объём 4096 Мб Объем диска SSD 128 Гб Графический чипсет Intel UHD 630 Объем видеопамяти использует системную Операционная система Endless,,https://www.kns.ru/product/kompyuter-acer-veriton-n4660g-dt-vrder-17l/,29414
Компьютер Acer Veriton N4660G DT.VRDER.17V,KNS_Компьютеры,Компьютеры Acer,ID: 609049,https://cdn.kns.ru/linkpics/acer-veriton-n4660g-dt-vrder-17v-0.jpg,Модель CPU Intel Core i3 9100T Тактовая частота CPU 3.1 ГГц Количество ядер процессора 4 ядра Объём 4096 Мб Объем диска SSD 128 Гб Графический чипсет Intel UHD 630 Объем видеопамяти использует системную Операционная система Microsoft Windows 10 Professional,,https://www.kns.ru/product/kompyuter-acer-veriton-n4660g-dt-vrder-17v/,40365
Компьютер Acer Veriton N4660G DT.VRDER.17T,KNS_Компьютеры,Компьютеры Acer,ID: 609050,https://cdn.kns.ru/linkpics/acer-veriton-n4660g-dt-vrder-17t-0.jpg,Модель CPU Intel Core i5 9400T Тактовая частота CPU 1.8 ГГц Количество ядер процессора 6 ядер Объём 8192 Мб Объем диска HDD 1000 Гб Графический чипсет Intel UHD 630 Объем видеопамяти использует системную Операционная система Microsoft Windows 10 Professional,,https://www.kns.ru/product/kompyuter-acer-veriton-n4660g-dt-vrder-17t/,50333
Компьютер Acer Veriton N4660G DT.VRDER.17J,KNS_Компьютеры,Компьютеры Acer,ID: 609052,https://cdn.kns.ru/linkpics/acer-veriton-n4660g-dt-vrder-17j-0.jpg,Модель CPU Intel Pentium G5420T Тактовая частота CPU 3.2 ГГц Количество ядер процессора 2 ядра Объём 4096 Мб Объем диска SSD 128 Гб Графический чипсет Intel UHD 610 Объем видеопамяти использует системную Операционная система Endless,,https://www.kns.ru/product/kompyuter-acer-veriton-n4660g-dt-vrder-17j/,21271
Компьютер Acer Aspire M3410 PT.SGDE1.006,KNS_Компьютеры,Компьютеры Acer,ID: 350445,https://cdn.kns.ru/linkpics/acer-aspire-m3410--pt-sgde1-021--0.jpg,Модель CPU AMD Phenom II X4 645 Тактовая частота CPU 3.1 ГГц Объём 4096 Мб Объем диска HDD 500 Гб Графический чипсет ATI Radeon HD 6450 Объем видеопамяти 1024 Мб Операционная система Microsoft Windows 7 Home Basic,,https://www.kns.ru/product/kompyuter-acer-aspire-m3410-pt-sgde1-006/,17655
Компьютер Acer Veriton S2660G DT.VQXER.08A,KNS_Компьютеры,Компьютеры Acer,ID: 603065,https://cdn.kns.ru/linkpics/acer-veriton-s2660g-dt-vqxer-08a-0.jpg,Модель CPU Intel Pentium Gold G5420 Тактовая частота CPU 3.8 Ггц Количество ядер процессора 2 ядра Объём 4096 Мб Объем диска HDD 1000 Гб Графический чипсет Intel UHD 610 Объем видеопамяти использует системную Операционная система Endless,,https://www.kns.ru/product/kompyuter-acer-veriton-s2660g-dt-vqxer-08a/,23026
Компьютер Acer Veriton N4660G DT.VRDER.17K,KNS_Компьютеры,Компьютеры Acer,ID: 609057,https://cdn.kns.ru/linkpics/acer-veriton-n4660g-dt-vrder-17k-0.jpg,Модель CPU Intel Pentium G5420T Тактовая частота CPU 3.2 ГГц Количество ядер процессора 2 ядра Объём 4096 Мб Объем диска SSD 64 Гб Графический чипсет Intel UHD 610 Объем видеопамяти использует системную Операционная система Microsoft Windows 10 Professional,,https://www.kns.ru/product/kompyuter-acer-veriton-n4660g-dt-vrder-17k/,24921
Компьютер Acer Veriton N4660G DT.VRDER.17Q,KNS_Компьютеры,Компьютеры Acer,ID: 610420,https://cdn.kns.ru/linkpics/acer-veriton-n4660g-dt-vrder-17q-0.jpg,Модель CPU Intel Core i5 9400T Тактовая частота CPU 1.8 ГГц Количество ядер процессора 6 ядер Объём 8192 Мб Объем диска HDD 1000 Гб Графический чипсет Intel UHD 630 Объем видеопамяти использует системную Операционная система Endless,,https://www.kns.ru/product/kompyuter-acer-veriton-n4660g-dt-vrder-17q/,30256
Компьютер Acer Veriton S2660G DT.VQXER.08N,KNS_Компьютеры,Компьютеры Acer,ID: 606949,https://cdn.kns.ru/linkpics/acer-veriton-s2660g-dt-vqxer-08n-0.jpg,Модель CPU Intel Core i5 9400 Тактовая частота CPU 2.9 ГГц Количество ядер процессора 6 ядер Объём 8192 Мб Объем диска HDD 1000 Гб Графический чипсет Intel UHD 630 Объем видеопамяти использует системную Операционная система Microsoft Windows 10 Professional,,https://www.kns.ru/product/kompyuter-acer-veriton-s2660g-dt-vqxer-08n/,50474
Компьютер Acer Veriton X275 PS.VAME3.239,KNS_Компьютеры,Компьютеры Acer,ID: 345084,https://cdn.kns.ru/linkpics/acer-veriton-x275--ps-vame3-239--0.jpg,Модель CPU Intel Pentium Dual-Core E5800 Тактовая частота CPU 3.2 ГГц Объём 2048 Мб Объем диска HDD 320 Гб Графический чипсет Intel GMA X4500 Объем видеопамяти 12288 Мб Операционная система Microsoft Windows 7 Professional,,https://www.kns.ru/product/kompyuter-acer-veriton-x275-ps-vame3-239/,15524
Компьютер Acer Veriton N282G PS.VBHE9.017,KNS_Компьютеры,Компьютеры Acer,ID: 346880,https://cdn.kns.ru/linkpics/acer-veriton-n282g--ps-vbhe3-102--0.jpg,Модель CPU Intel Atom D525 Тактовая частота CPU 1.8 ГГц Объём 2048 Мб Объем диска HDD 320 Гб Графический чипсет nVidia ION 2 (G218) Объем видеопамяти 512 Мб Операционная система DOS,,https://www.kns.ru/product/kompyuter-acer-veriton-n282g-ps-vbhe9-017/,10426
Компьютер Acer Veriton M275 PS.VALE9.019,KNS_Компьютеры,Компьютеры Acer,ID: 328168,https://cdn.kns.ru/linkpics/acer-veriton-m275--ps-vale9-019--0.jpg,Модель CPU Intel Pentium Dual-Core E6500 Тактовая частота CPU 2.93 ГГц Объём 2048 Мб Объем диска HDD 320 Гб Графический чипсет Intel GMA X3150 Объем видеопамяти 12288 Мб Операционная система DOS,,https://www.kns.ru/product/kompyuter-acer-veriton-m275-ps-vale9-019/,33626
Компьютер Acer Veriton VN282G PS.VBHE9.002,KNS_Компьютеры,Компьютеры Acer,ID: 329904,https://cdn.kns.ru/linkpics/acer-veriton-vn270g-ps-vaxe9-005-0.jpg,Модель CPU Intel Atom D525 Тактовая частота CPU 1.8 ГГц Объём 1024 Мб Объем диска HDD 160 Гб Графический чипсет nVidia ION 2 (G218) Объем видеопамяти 12288 Мб Операционная система DOS,,https://www.kns.ru/product/kompyuter-acer-veriton-vn282g-ps-vbhe9-002/,26887
Компьютер Acer Aspire Revo R3610 PT.SCXEC.013,KNS_Компьютеры,Компьютеры Acer,ID: 324280,https://cdn.kns.ru/linkpics/acer-aspire-revo-r3610--pt-scxe2-051--0.jpg,Модель CPU Intel Atom N330 Тактовая частота CPU 1.6 ГГц Объём 2048 Мб Объем диска HDD 250 Гб Графический чипсет nVidia ION Объем видеопамяти 12288 Мб Операционная система Linux,,https://www.kns.ru/product/kompyuter-acer-aspire-revo-r3610-pt-scxec-013/,11095
Компьютер Acer Veriton M265 P0.CND7Z.97S,KNS_Компьютеры,Компьютеры Acer,ID: 310143,https://cdn.kns.ru/linkpics/acer-veriton-m265-p0-cnd7z-97s-0.jpg,Модель CPU Intel Pentium Dual-Core E5200 Тактовая частота CPU 2.7 ГГц Объём 1024 Мб Объем диска HDD 320 Гб Графический чипсет Intel GMA 3100 Объем видеопамяти до 384 Мб в зависимости от объёма оперативной памяти Операционная система Microsoft Windows XP Professional + Windows Vista Business,,https://www.kns.ru/product/kompyuter-acer-veriton-m265-p0-cnd7z-97s/,39382
Компьютер Acer eMachines ET1331 92.N0D7W.RFY,KNS_Компьютеры,Компьютеры Acer,ID: 323670,https://cdn.kns.ru/linkpics/acer-emachines-et1352--pt-nc8e9-005--0.jpg,Модель CPU AMD Athlon64 2850E Тактовая частота CPU 1.8 ГГц Объём 1024 Мб Объем диска HDD 160 Гб Графический чипсет NVidia GeForce 6150 SE Объем видеопамяти 12288 Мб Операционная система Microsoft Windows 7 Home Basic,,https://www.kns.ru/product/kompyuter-acer-emachines-et1331-92-n0d7w-rfy/,23938
Компьютер Acer Veriton M4630G DT.VJEER.015,KNS_Компьютеры,Компьютеры Acer,ID: 450886,https://cdn.kns.ru/linkpics/acer-veriton-m4630g--dt-vjeer-015--0.jpg,Модель CPU Intel Core i5 4440 Тактовая частота CPU 3.1 ГГц Количество ядер процессора 4 ядра Объём 4096 Мб Объем диска HDD 1000 Гб Графический чипсет NVidia Quadro К600 Объем видеопамяти 1024 Мб Операционная система Windows 8 Professional + Windows 7 Professional,,https://www.kns.ru/product/kompyuter-acer-veriton-m4630g-dt-vjeer-015/,61074
Компьютер Acer Aspire X3900 98.9HF7M.RYN,KNS_Компьютеры,Компьютеры Acer,ID: 321965,https://cdn.kns.ru/linkpics/acer-aspire-x3812-98-hsf7r-r7y-0.jpg,Модель CPU Intel Core i3 530 Тактовая частота CPU 2.93 ГГц Объём 4096 Мб Объем диска HDD 500 Гб Графический чипсет nVidia GeForce GT320 Объем видеопамяти 1024 Мб Операционная система Microsoft Windows 7 Home Premium,,https://www.kns.ru/product/kompyuter-acer-aspire-x3900-98-9hf7m-ryn/,61846
Компьютер Acer Veriton N2620G DT.VFGER.002,KNS_Компьютеры,Компьютеры Acer,ID: 401767,https://cdn.kns.ru/linkpics/acer-veriton-n2620g-dt-vfger-002-1.jpg,Модель CPU Intel Celeron 887 Тактовая частота CPU 1.5 ГГц Количество ядер процессора 2 ядра Объём 4096 Мб Объем диска HDD 500 Гб Графический чипсет Intel HD Graphics Объем видеопамяти использует системную Операционная система Microsoft Windows 8 Professional,,https://www.kns.ru/product/kompyuter-acer-veriton-n2620g-dt-vfger-002/,36504
Компьютер Acer Aspire M1935 DT.SJRER.028,KNS_Компьютеры,Компьютеры Acer,ID: 384903,https://cdn.kns.ru/linkpics/acer-aspire-m1935--dt-sjrer-028--0.jpg,Модель CPU Intel Pentium G645 Тактовая частота CPU 2.9 ГГц Объём 4096 Мб Объем диска HDD 500 Гб Графический чипсет Intel HD Graphics Объем видеопамяти использует системную Операционная система DOS,,https://www.kns.ru/product/kompyuter-acer-aspire-m1935-dt-sjrer-028/,13333
Компьютер Acer Aspire X3990 PT.SGKE1.024,KNS_Компьютеры,Компьютеры Acer,ID: 370720,https://cdn.kns.ru/linkpics/acer-aspire-x3990--pt-sgke1-024--0.jpg,Модель CPU Intel Core i5 2300 Тактовая частота CPU 2.8 ГГц Объём 4096 Мб Объем диска HDD 1000 Гб Графический чипсет nVidia GeForce GT520 Объем видеопамяти 1024 Мб Операционная система Microsoft Windows 7 Home Basic,,https://www.kns.ru/product/kompyuter-acer-aspire-x3990-pt-sgke1-024/,23707
Компьютер Acer Veriton M2640G DT.VPPER.142,KNS_Компьютеры,Компьютеры Acer,ID: 566016,https://cdn.kns.ru/linkpics/acer-veriton-m2640g-dt-vpper-142-0.jpg,Модель CPU Intel Core i3 7100 Тактовая частота CPU 3.9 ГГц Количество ядер процессора 2 ядра Объём 4096 Мб Объем диска HDD 500 Гб Графический чипсет Intel HD Graphics 630 Объем видеопамяти использует системную Операционная система DOS,,https://www.kns.ru/product/kompyuter-acer-veriton-m2640g-dt-vpper-142/,25693
Компьютер Acer Aspire XC600 DT.SLJER.001,KNS_Компьютеры,Компьютеры Acer,ID: 389375,https://cdn.kns.ru/linkpics/acer-aspire-xc600--dt-sljer-001--0.jpg,Модель CPU Intel Celeron Dual-Core G550 Тактовая частота CPU 2.6 ГГц Объём 2048 Мб Объем диска HDD 500 Гб Графический чипсет Intel GMA Объем видеопамяти использует системную Операционная система DOS,,https://www.kns.ru/product/kompyuter-acer-aspire-xc600-dt-sljer-001/,9787
Компьютер Acer Aspire M1470 DT.SHJER.007,KNS_Компьютеры,Компьютеры Acer,ID: 370629,https://cdn.kns.ru/linkpics/acer-aspire-m1470--dt-shjer-018--0.jpg,Модель CPU AMD А6-3600 Тактовая частота CPU 2.1 ГГц Объём 4096 Мб Объем диска HDD 500 Гб Графический чипсет AMD Radeon HD Объем видеопамяти использует системную Операционная система DOS,,https://www.kns.ru/product/kompyuter-acer-aspire-m1470-dt-shjer-007/,38259
Компьютер Acer Veriton S4620G DT.VJ2ER.003,KNS_Компьютеры,Компьютеры Acer,ID: 418295,https://cdn.kns.ru/linkpics/acer-veriton-s4620g--dt-vj2er-003--0.jpg,Модель CPU Intel Core i5 3470 Тактовая частота CPU 3.2 ГГц Объём 4096 Мб Объем диска HDD 500 Гб Графический чипсет ATI Radeon HD 7470 Объем видеопамяти 2048 Мб Операционная система Microsoft Windows 8 Professional,,https://www.kns.ru/product/kompyuter-acer-veriton-s4620g-dt-vj2er-003/,58547
