Имя,Главная категория,Побочная категория,Артикул,Ссылка на картинку,Характеристика,Описание,Ссылка на товар,Цена
Компьютер Acer eMachines ET1831 92.XPE7Y.RFY,KNS_Компьютеры,Компьютеры Acer,ID: 319448,https://cdn.kns.ru/linkpics/acer-emachines-et1352--pt-nc8e9-005--0.jpg,Модель CPU Intel Celeron Dual-Core E3200 Тактовая частота CPU 2.4 ГГц Объём 2048 Мб Объем диска HDD 160 Гб Графический чипсет nVidia GeForce G210 Объем видеопамяти 512 Мб Операционная система Microsoft Windows 7 Home Basic,,https://www.kns.ru/product/kompyuter-acer-emachines-et1831-92-xpe7y-rfy/,43243
Компьютер Acer Aspire M1470 DT.SM0ER.003,KNS_Компьютеры,Компьютеры Acer,ID: 394486,https://cdn.kns.ru/linkpics/acer-aspire-m1470--dt-sm0er-003--0.jpg,Модель CPU AMD E2-3200 Тактовая частота CPU 2.4 ГГц Объём 2048 Мб Объем диска HDD 500 Гб Графический чипсет AMD Radeon HD Объем видеопамяти использует системную Операционная система DOS,,https://www.kns.ru/product/kompyuter-acer-aspire-m1470-dt-sm0er-003/,10676
Компьютер Acer Veriton M68WS PS.VBEE3.081,KNS_Компьютеры,Компьютеры Acer,ID: 362042,https://cdn.kns.ru/linkpics/acer-veriton-m68ws-ps-vbee3-081-0.jpg,Модель CPU Intel Core i7 870 Тактовая частота CPU 2.93 ГГц Объём 16384 Мб Объем диска HDD 1500 Гб Графический чипсет NVidia Quadro FX 1800 Объем видеопамяти 768 Мб Операционная система Microsoft Windows 7 Professional,,https://www.kns.ru/product/kompyuter-acer-veriton-m68ws-ps-vbee3-081/,55590
Компьютер Acer Veriton S4620G DT.VH0ER.008,KNS_Компьютеры,Компьютеры Acer,ID: 418564,https://cdn.kns.ru/linkpics/acer-veriton-s4620g--dt-vh0er-008--0.jpg,Модель CPU Intel Core i3 3220 Тактовая частота CPU 3.3 ГГц Объём 4096 Мб Объем диска HDD 500 Гб Графический чипсет Intel HD Graphics Объем видеопамяти использует системную Операционная система Windows 8 Professional + Windows 7 Professional,,https://www.kns.ru/product/kompyuter-acer-veriton-s4620g-dt-vh0er-008/,20738
Компьютер Acer Aspire M3450 DT.SHDER.003,KNS_Компьютеры,Компьютеры Acer,ID: 380372,https://cdn.kns.ru/linkpics/acer-aspire-m3420--dt-skner-007--0.jpg,Модель CPU AMD FX-6100 Тактовая частота CPU 3.3 ГГц Объём 3072 Мб Объем диска HDD 500 Гб Графический чипсет nVidia GeForce GT530 Объем видеопамяти 2048 Мб Операционная система Microsoft Windows 7 Home Basic,,https://www.kns.ru/product/kompyuter-acer-aspire-m3450-dt-shder-003/,50755
Компьютер Acer Veriton M2640G DT.VPRER.017,KNS_Компьютеры,Компьютеры Acer,ID: 556306,https://cdn.kns.ru/linkpics/acer-veriton-m2640g-dt-vprer-017-0.jpg,Модель CPU Intel Core i5 6400 Тактовая частота CPU 2.7 ГГц Количество ядер процессора 4 ядра Объём 8192 Мб Объем диска HDD 1000 Гб Графический чипсет nVidia GeForce GT720 Объем видеопамяти 2048 Мб Операционная система DOS,,https://www.kns.ru/product/kompyuter-acer-veriton-m2640g-dt-vprer-017/,44261
Компьютер Acer Aspire TC-705 DT.SXNER.026,KNS_Компьютеры,Компьютеры Acer,ID: 494957,https://cdn.kns.ru/linkpics/acer-aspire-tc-705-dt-sxner-026-0.jpg,Модель CPU Intel Core i5 4460 Тактовая частота CPU 3.2 ГГц Количество ядер процессора 4 ядра Объём 6144 Мб Объем диска HDD 1000 Гб Объем диска SSD 8 Гб Графический чипсет Nvidia GeForce GTX745 Объем видеопамяти 4096 Мб Операционная система Microsoft Windows 8.1,,https://www.kns.ru/product/kompyuter-acer-aspire-tc-705-dt-sxner-026/,54314
Компьютер Acer Veriton X4110G DT.VMAER.032,KNS_Компьютеры,Компьютеры Acer,ID: 543638,https://cdn.kns.ru/linkpics/acer-veriton-x4110g-dt-vmaer-032-0.jpg,Модель CPU AMD A10-Series 7800 Тактовая частота CPU 3.5 ГГц Количество ядер процессора 4 ядра Объём 4096 Мб Объем диска HDD 500 Гб Графический чипсет Intel HD Graphics Объем видеопамяти использует системную Операционная система Microsoft Windows 10 Professional,,https://www.kns.ru/product/kompyuter-acer-veriton-x4110g-dt-vmaer-032/,34281
Компьютер Acer Aspire TC-710 DT.B15ER.010,KNS_Компьютеры,Компьютеры Acer,ID: 536913,https://cdn.kns.ru/linkpics/acer-aspire-tc-710-dt-b15er-010-0.jpg,Модель CPU Intel Core i3 6100 Тактовая частота CPU 3.7 Ггц Количество ядер процессора 2 ядра Объём 4096 Мб Объем диска HDD 1000 Гб Графический чипсет nVidia GeForce GT720 Объем видеопамяти 2048 Мб Операционная система Microsoft Windows 10 Home,,https://www.kns.ru/product/kompyuter-acer-aspire-tc-710-dt-b15er-010/,39994
Компьютер Acer Veriton X2640G DT.VMXER.006,KNS_Компьютеры,Компьютеры Acer,ID: 525525,https://cdn.kns.ru/linkpics/acer-veriton-x2640g-dt-vmxer-006-1.jpg,Модель CPU Intel Core i3 6100 Тактовая частота CPU 3.7 Ггц Количество ядер процессора 2 ядра Объём 4096 Мб Объем диска HDD 500 Гб Графический чипсет Intel HD Graphics 530 Объем видеопамяти использует системную Операционная система DOS,,https://www.kns.ru/product/kompyuter-acer-veriton-x2640g-dt-vmxer-006/,31749
Компьютер Acer Veriton ES2710G DT.VQEER.018,KNS_Компьютеры,Компьютеры Acer,ID: 564735,https://cdn.kns.ru/linkpics/acer-veriton-es2710g-dt-vqeer-018-0.jpg,Модель CPU Intel Core i5 7400 Тактовая частота CPU 3.0 ГГц Количество ядер процессора 4 ядра Объём 8192 Мб Объем диска HDD 1000 Гб Графический чипсет Intel HD Graphics 620 Объем видеопамяти использует системную Операционная система DOS,,https://www.kns.ru/product/kompyuter-acer-veriton-es2710g-dt-vqeer-018/,34819
Компьютер Acer Veriton X2640G DT.VPUER.016,KNS_Компьютеры,Компьютеры Acer,ID: 556508,https://cdn.kns.ru/linkpics/acer-veriton-x2640g-dt-vpuer-016-0.jpg,Модель CPU Intel Core i3 6100 Тактовая частота CPU 3.7 Ггц Количество ядер процессора 2 ядра Объём 4096 Мб Объем диска HDD 500 Гб Графический чипсет Intel HD Graphics 530 Объем видеопамяти использует системную Операционная система Microsoft Windows 10 Professional,,https://www.kns.ru/product/kompyuter-acer-veriton-x2640g-dt-vpuer-016/,39663
Компьютер Acer Aspire E360 91.9U974.RFS,KNS_Компьютеры,Компьютеры Acer,ID: 383919,https://cdn.kns.ru/linkpics/acer-aspire-e360--91-9u974-rfs--0.jpg,Общая информация Производитель Acer Процессор Модель CPU AMD Athlon 3800+ Тактовая частота CPU 2.2 Ггц Оперативная память Объём 512 Мб Жесткий диск Объем диска HDD 160 Гб Видеосистема Графический чипсет ATI Radeon X1650 SE Объем видеопамяти 512 Мб Внешняя встроенная Оптический привод Тип DVD RW Super Multi Коммуникации LAN (сеть) есть Операционная система Операционная система Microsoft Windows XP Габариты (нетто) Размеры (ШxВxГ) 18x36x42 см,,https://www.kns.ru/product/kompyuter-acer-aspire-e360-91-9u974-rfs/,57143
Компьютер Acer Veriton ES2710G DT.VQEER.026,KNS_Компьютеры,Компьютеры Acer,ID: 562721,https://cdn.kns.ru/linkpics/acer-veriton-es2710g-dt-vqeer-026-0.jpg,Модель CPU Intel Core i5 7400 Тактовая частота CPU 3.0 ГГц Количество ядер процессора 4 ядра Объём 4096 Мб Объем диска SSD 256 Гб Графический чипсет Intel HD Graphics 630 Объем видеопамяти использует системную Операционная система Microsoft Windows 10 Home,,https://www.kns.ru/product/kompyuter-acer-veriton-es2710g-dt-vqeer-026/,35942
Компьютер Acer Veriton X480G PS.V97E9.011,KNS_Компьютеры,Компьютеры Acer,ID: 324745,https://cdn.kns.ru/linkpics/acer-veriton-x480g--ps-v97e9-039--0.jpg,Модель CPU Intel Celeron 450 Тактовая частота CPU 2.2 Ггц Объём 1024 Мб Объем диска HDD 160 Гб Графический чипсет Intel GMA X4500 Объем видеопамяти 12288 Мб Операционная система DOS,,https://www.kns.ru/product/kompyuter-acer-veriton-x480g-ps-v97e9-011/,24500
Компьютер Acer Veriton X490G PS.VAVE3.066,KNS_Компьютеры,Компьютеры Acer,ID: 330722,https://cdn.kns.ru/linkpics/acer-veriton-x490g--ps-vave3-289--0.jpg,Модель CPU Intel Core i3 540 Тактовая частота CPU 3.06 ГГц Объём 4096 Мб Объем диска HDD 500 Гб Графический чипсет nVidia GeForce G315 Объем видеопамяти 512 Мб Операционная система Microsoft Windows XP Professional + Microsoft Windows 7 Professional,,https://www.kns.ru/product/kompyuter-acer-veriton-x490g-ps-vave3-066/,27369
Компьютер Acer Aspire M1470 DT.SHJER.007,KNS_Компьютеры,Компьютеры Acer,ID: 370629,https://cdn.kns.ru/linkpics/acer-aspire-m1470--dt-shjer-018--0.jpg,Модель CPU AMD А6-3600 Тактовая частота CPU 2.1 ГГц Объём 4096 Мб Объем диска HDD 500 Гб Графический чипсет AMD Radeon HD Объем видеопамяти использует системную Операционная система DOS,,https://www.kns.ru/product/kompyuter-acer-aspire-m1470-dt-shjer-007/,38259
Компьютер Acer Veriton N281G PS.VBGE9.002,KNS_Компьютеры,Компьютеры Acer,ID: 332715,https://cdn.kns.ru/linkpics/acer-veriton-n281g--ps-vbge9-031--0.jpg,Модель CPU Intel Atom N425 Тактовая частота CPU 1.6 ГГц Объём 1024 Мб Объем диска HDD 160 Гб Графический чипсет Intel GMA X3150 Объем видеопамяти до 256 Мб оперативной памяти Операционная система DOS,,https://www.kns.ru/product/kompyuter-acer-veriton-n281g-ps-vbge9-002/,8388
Компьютер Acer Aspire TC-710 DT.B15ER.010,KNS_Компьютеры,Компьютеры Acer,ID: 536913,https://cdn.kns.ru/linkpics/acer-aspire-tc-710-dt-b15er-010-0.jpg,Модель CPU Intel Core i3 6100 Тактовая частота CPU 3.7 Ггц Количество ядер процессора 2 ядра Объём 4096 Мб Объем диска HDD 1000 Гб Графический чипсет nVidia GeForce GT720 Объем видеопамяти 2048 Мб Операционная система Microsoft Windows 10 Home,,https://www.kns.ru/product/kompyuter-acer-aspire-tc-710-dt-b15er-010/,39994
Компьютер Acer Aspire XC600 DT.SLJER.001,KNS_Компьютеры,Компьютеры Acer,ID: 389375,https://cdn.kns.ru/linkpics/acer-aspire-xc600--dt-sljer-001--0.jpg,Модель CPU Intel Celeron Dual-Core G550 Тактовая частота CPU 2.6 ГГц Объём 2048 Мб Объем диска HDD 500 Гб Графический чипсет Intel GMA Объем видеопамяти использует системную Операционная система DOS,,https://www.kns.ru/product/kompyuter-acer-aspire-xc600-dt-sljer-001/,9787
